site_number,island_code,island_name,site_code,site_name,survey_year,shannon_index,reserve_status,mean_depth,reference,reserve_year,simpson_index,latitude,longitude,date
5,SR,Santa Rosa Island,RR,Rodes Reef,1995,2.071162055394834,Outside,44.77,FALSE,Outside,0.7537851770409109,34.03261667,-120.107,1995-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1996,2.393336160806213,Outside,44.77,FALSE,Outside,0.7857348460074741,34.03261667,-120.107,1996-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1997,2.244371963293332,Outside,44.77,FALSE,Outside,0.7369732778412206,34.03261667,-120.107,1997-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1998,1.7909428533216514,Outside,44.77,FALSE,Outside,0.7294586754111311,34.03261667,-120.107,1998-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1999,1.6425185087547154,Outside,44.77,FALSE,Outside,0.5080152394680124,34.03261667,-120.107,1999-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2000,1.6155488390237744,Outside,44.77,FALSE,Outside,0.5859784894127404,34.03261667,-120.107,2000-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2001,1.8765676857599474,Outside,44.77,FALSE,Outside,0.6679176344968625,34.03261667,-120.107,2001-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2002,1.8135844317145444,Outside,44.77,FALSE,Outside,0.7419266590344041,34.03261667,-120.107,2002-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2003,2.2914128175941215,Outside,44.77,FALSE,Outside,0.7706645747495938,34.03261667,-120.107,2003-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2004,2.9061167848451164,Outside,44.77,FALSE,Outside,0.803954268446838,34.03261667,-120.107,2004-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2005,2.64573834245282,Outside,44.77,FALSE,Outside,0.7983482106766328,34.03261667,-120.107,2005-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2006,2.4934209731342487,Outside,44.77,FALSE,Outside,0.8492903121476247,34.03261667,-120.107,2006-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2007,1.8043361095905452,Outside,44.77,FALSE,Outside,0.84947315461244155,34.03261667,-120.107,2007-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2008,2.2844293022321884,Outside,44.77,FALSE,Outside,0.7868659759388649,34.03261667,-120.107,2008-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2009,2.490379526089253,Outside,44.77,FALSE,Outside,0.5844053682495087,34.03261667,-120.107,2009-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2010,2.4364139750099523,Outside,44.77,FALSE,Outside,0.5983283072558252,34.03261667,-120.107,2010-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2011,2.3925818823185643,Outside,44.77,FALSE,Outside,0.3926011767587493,34.03261667,-120.107,2011-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2012,2.4914672049200397,Outside,44.77,FALSE,Outside,0.3318279222661742,34.03261667,-120.107,2012-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2013,2.359166529673086,Outside,44.77,FALSE,Outside,0.39762789919426067,34.03261667,-120.107,2013-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2014,2.51507563977051,Outside,44.77,FALSE,Outside,0.5110909426812703,34.03261667,-120.107,2014-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2015,2.0798555123951443,Outside,44.77,FALSE,Outside,0.44934729972608756,34.03261667,-120.107,2015-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2016,2.3571725347507466,Outside,44.77,FALSE,Outside,0.49459306478256837,34.03261667,-120.107,2016-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2017,2.0622661896556336,Outside,44.77,FALSE,Outside,0.5396259263323371,34.03261667,-120.107,2017-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2018,1.739492919358104,Outside,44.77,FALSE,Outside,0.6359191787159755,34.03261667,-120.107,2018-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,2019,1.6123437853783653,Outside,44.77,FALSE,Outside,0.49377795147663495,34.03261667,-120.107,2019-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1982,1.0509078362246755,Outside,52,FALSE,2003,0.680240687298418,33.94966667,-119.8275833,1982-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1983,2.0765813750195568,Outside,52,FALSE,2003,0.7756017042602366,33.94966667,-119.8275833,1983-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1984,1.9762796750474325,Outside,52,FALSE,2003,0.7709233985599736,33.94966667,-119.8275833,1984-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1985,1.667218497070136,Outside,52,FALSE,2003,0.7143729163972219,33.94966667,-119.8275833,1985-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1986,1.3141978527056482,Outside,52,FALSE,2003,0.7427695680388754,33.94966667,-119.8275833,1986-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1987,1.419194113665501,Outside,52,FALSE,2003,0.7566295627210701,33.94966667,-119.8275833,1987-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1988,1.20946997380172,Outside,52,FALSE,2003,0.762696902942797,33.94966667,-119.8275833,1988-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1989,1.2883627009532155,Outside,52,FALSE,2003,0.815276854614619,33.94966667,-119.8275833,1989-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1990,1.575039991124842,Outside,52,FALSE,2003,0.7681826864206674,33.94966667,-119.8275833,1990-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1991,1.8693204376885146,Outside,52,FALSE,2003,0.7773975554385928,33.94966667,-119.8275833,1991-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1992,2.052389195817202,Outside,52,FALSE,2003,0.7675823922616836,33.94966667,-119.8275833,1992-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1993,1.8519468311443017,Outside,52,FALSE,2003,0.8260176600088627,33.94966667,-119.8275833,1993-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1994,1.8196496420150063,Outside,52,FALSE,2003,0.8172283616586657,33.94966667,-119.8275833,1994-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1995,1.5571248044165968,Outside,52,FALSE,2003,0.765047098734525,33.94966667,-119.8275833,1995-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1996,1.7915986412455256,Outside,52,FALSE,2003,0.5848521816433301,33.94966667,-119.8275833,1996-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1997,1.4953166043615598,Outside,52,FALSE,2003,0.681993185920801,33.94966667,-119.8275833,1997-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1998,1.7961675903973733,Outside,52,FALSE,2003,0.6272053778768985,33.94966667,-119.8275833,1998-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,1999,1.3595175036144185,Outside,52,FALSE,2003,0.6513681355875731,33.94966667,-119.8275833,1999-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2000,1.3456925991350115,Outside,52,FALSE,2003,0.5865765784096001,33.94966667,-119.8275833,2000-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2001,1.7090271020702767,Outside,52,FALSE,2003,0.7084440760691433,33.94966667,-119.8275833,2001-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2002,1.8520689396185255,Outside,52,FALSE,2003,0.7884414142445497,33.94966667,-119.8275833,2002-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2003,2.2817120385542387,Inside,52,FALSE,2003,0.8213823224307664,33.94966667,-119.8275833,2003-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2004,2.9892776646707158,Inside,52,FALSE,2003,0.8524929462334008,33.94966667,-119.8275833,2004-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2005,2.686977210044374,Inside,52,FALSE,2003,0.838154284511911,33.94966667,-119.8275833,2005-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2006,3.017319260488188,Inside,52,FALSE,2003,0.8424928430230675,33.94966667,-119.8275833,2006-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2007,2.956128231918364,Inside,52,FALSE,2003,0.8286331249503041,33.94966667,-119.8275833,2007-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2008,3.100770266413469,Inside,52,FALSE,2003,0.8147904484410888,33.94966667,-119.8275833,2008-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2009,2.3705232200217323,Inside,52,FALSE,2003,0.8345580483679274,33.94966667,-119.8275833,2009-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2010,2.8548200860153274,Inside,52,FALSE,2003,0.7729188533793483,33.94966667,-119.8275833,2010-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2011,2.329646130893061,Inside,52,FALSE,2003,0.8039778996718663,33.94966667,-119.8275833,2011-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2012,2.428797100660866,Inside,52,FALSE,2003,0.8345313702946254,33.94966667,-119.8275833,2012-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2013,2.1199832646822405,Inside,52,FALSE,2003,0.7636306134891586,33.94966667,-119.8275833,2013-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2014,2.6490400820588187,Inside,52,FALSE,2003,0.7702726962600195,33.94966667,-119.8275833,2014-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2015,2.5548312665657575,Inside,52,FALSE,2003,0.849667100466754,33.94966667,-119.8275833,2015-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2016,2.710468111796931,Inside,52,FALSE,2003,0.832411985424045,33.94966667,-119.8275833,2016-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2017,3.0318263189956967,Inside,52,FALSE,2003,0.8319861316436385,33.94966667,-119.8275833,2017-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2018,2.905653107193181,Inside,52,FALSE,2003,0.8189854191713095,33.94966667,-119.8275833,2018-07-01
6,SC,Santa Cruz Island,GI,Gull Island South,2019,2.701570162653893,Inside,52,FALSE,2003,0.851084886445636,33.94966667,-119.8275833,2019-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1982,1.3838122265147965,Outside,40.82,FALSE,Outside,0.743141893677414,34.05635,-119.75515,1982-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1983,2.1817550101501064,Outside,40.82,FALSE,Outside,0.7251504680999332,34.05635,-119.75515,1983-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1984,2.1816814424334394,Outside,40.82,FALSE,Outside,0.8053925351358802,34.05635,-119.75515,1984-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1985,2.3186257807770505,Outside,40.82,FALSE,Outside,0.7754166327911476,34.05635,-119.75515,1985-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1986,2.1700644072349338,Outside,40.82,FALSE,Outside,0.7380063007146622,34.05635,-119.75515,1986-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1987,2.2135943493956325,Outside,40.82,FALSE,Outside,0.7511558362742091,34.05635,-119.75515,1987-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1988,1.9527048718226256,Outside,40.82,FALSE,Outside,0.7708417937571863,34.05635,-119.75515,1988-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1989,1.5403005512920847,Outside,40.82,FALSE,Outside,0.829158999823812,34.05635,-119.75515,1989-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1990,1.3635244577219674,Outside,40.82,FALSE,Outside,0.8367109337497174,34.05635,-119.75515,1990-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1991,1.4739873874247027,Outside,40.82,FALSE,Outside,0.8227275779173885,34.05635,-119.75515,1991-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1992,0.64188568915809,Outside,40.82,FALSE,Outside,0.8229710998461629,34.05635,-119.75515,1992-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1993,0.951735148113929,Outside,40.82,FALSE,Outside,0.8599440986105785,34.05635,-119.75515,1993-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1994,1.262721054123972,Outside,40.82,FALSE,Outside,0.8068373089308392,34.05635,-119.75515,1994-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1995,1.4614779297814042,Outside,40.82,FALSE,Outside,0.7935137223963327,34.05635,-119.75515,1995-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1996,1.657492963767271,Outside,40.82,FALSE,Outside,0.7895563743627146,34.05635,-119.75515,1996-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1997,1.7144252951257097,Outside,40.82,FALSE,Outside,0.8371000014112717,34.05635,-119.75515,1997-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1998,1.8580284177913435,Outside,40.82,FALSE,Outside,0.7676405794209658,34.05635,-119.75515,1998-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,1999,1.4252919633987722,Outside,40.82,FALSE,Outside,0.7960489371255339,34.05635,-119.75515,1999-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2000,1.2053157194421034,Outside,40.82,FALSE,Outside,0.7428731223202651,34.05635,-119.75515,2000-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2001,1.5853967865639582,Outside,40.82,FALSE,Outside,0.7461006876930717,34.05635,-119.75515,2001-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2002,1.7006014222410928,Outside,40.82,FALSE,Outside,0.7517390238058773,34.05635,-119.75515,2002-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2003,2.1112393783823005,Outside,40.82,FALSE,Outside,0.8349697993309626,34.05635,-119.75515,2003-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2004,2.6280466761509094,Outside,40.82,FALSE,Outside,0.8177564691545064,34.05635,-119.75515,2004-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2005,2.233861801592836,Outside,40.82,FALSE,Outside,0.8046463294810076,34.05635,-119.75515,2005-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2006,2.631761384186961,Outside,40.82,FALSE,Outside,0.8430548125404654,34.05635,-119.75515,2006-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2007,2.763274843501932,Outside,40.82,FALSE,Outside,0.8408721256670547,34.05635,-119.75515,2007-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2008,2.240585831125658,Outside,40.82,FALSE,Outside,0.8479464901484366,34.05635,-119.75515,2008-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2009,2.9227422616078544,Outside,40.82,FALSE,Outside,0.8170670151651471,34.05635,-119.75515,2009-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2010,1.267758510788574,Outside,40.82,FALSE,Outside,0.8530688115332248,34.05635,-119.75515,2010-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2011,2.5512358332175573,Outside,40.82,FALSE,Outside,0.8508775061367726,34.05635,-119.75515,2011-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2012,0.9669083223172672,Outside,40.82,FALSE,Outside,0.8481544475900966,34.05635,-119.75515,2012-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2013,2.3283985467172914,Outside,40.82,FALSE,Outside,0.8374902537693425,34.05635,-119.75515,2013-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2014,2.555059785000807,Outside,40.82,FALSE,Outside,0.8344865484929863,34.05635,-119.75515,2014-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2015,1.1490835617465518,Outside,40.82,FALSE,Outside,0.801047612700853,34.05635,-119.75515,2015-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2016,1.5916119468860555,Outside,40.82,FALSE,Outside,0.6409262933529503,34.05635,-119.75515,2016-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2017,1.4009209988972258,Outside,40.82,FALSE,Outside,0.7598242593032384,34.05635,-119.75515,2017-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2018,1.1650034674184124,Outside,40.82,FALSE,Outside,0.7269697885946782,34.05635,-119.75515,2018-07-01
7,SC,Santa Cruz Island,FH,Fry's Harbor,2019,2.341125851467676,Outside,40.82,FALSE,Outside,0.7174136448536321,34.05635,-119.75515,2019-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1982,1.1637111506910278,Outside,21.33,FALSE,Outside,0.8703204287656893,34.03488333,-119.7030833,1982-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1983,1.817278766104222,Outside,21.33,FALSE,Outside,0.8397605984976517,34.03488333,-119.7030833,1983-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1984,1.7977348969327274,Outside,21.33,FALSE,Outside,0.8438847475420888,34.03488333,-119.7030833,1984-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1985,1.9158820719160703,Outside,21.33,FALSE,Outside,0.7184753759751623,34.03488333,-119.7030833,1985-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1986,1.21222750538456,Outside,21.33,FALSE,Outside,0.7039625983069866,34.03488333,-119.7030833,1986-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1987,1.7870078035392147,Outside,21.33,FALSE,Outside,0.7016240435074703,34.03488333,-119.7030833,1987-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1988,1.792005641778075,Outside,21.33,FALSE,Outside,0.7511147165686601,34.03488333,-119.7030833,1988-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1989,1.9275460382116154,Outside,21.33,FALSE,Outside,0.8167264948112537,34.03488333,-119.7030833,1989-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1990,1.8917063810136057,Outside,21.33,FALSE,Outside,0.8051020594591278,34.03488333,-119.7030833,1990-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1991,1.830092085061437,Outside,21.33,FALSE,Outside,0.8202292801438875,34.03488333,-119.7030833,1991-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1992,2.19924216152174,Outside,21.33,FALSE,Outside,0.6919469006326472,34.03488333,-119.7030833,1992-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1993,2.126090846714221,Outside,21.33,FALSE,Outside,0.8249380554633284,34.03488333,-119.7030833,1993-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1994,1.3350548496646675,Outside,21.33,FALSE,Outside,0.7774790650525805,34.03488333,-119.7030833,1994-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1995,1.1537629630514057,Outside,21.33,FALSE,Outside,0.5914845823438005,34.03488333,-119.7030833,1995-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1996,1.351070985541352,Outside,21.33,FALSE,Outside,0.705957746890219,34.03488333,-119.7030833,1996-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1997,1.5413088053592627,Outside,21.33,FALSE,Outside,0.6866051333102493,34.03488333,-119.7030833,1997-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1998,1.3142707085242475,Outside,21.33,FALSE,Outside,0.5787478937291219,34.03488333,-119.7030833,1998-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,1999,0.5962206073318879,Outside,21.33,FALSE,Outside,0.475989702463017,34.03488333,-119.7030833,1999-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2000,0.9743980885301536,Outside,21.33,FALSE,Outside,0.5971223094643936,34.03488333,-119.7030833,2000-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2001,1.2572320603221379,Outside,21.33,FALSE,Outside,0.6230457799140309,34.03488333,-119.7030833,2001-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2002,1.2123146303896177,Outside,21.33,FALSE,Outside,0.466577442264831,34.03488333,-119.7030833,2002-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2003,1.4497583530666194,Outside,21.33,FALSE,Outside,0.5028931854572712,34.03488333,-119.7030833,2003-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2004,1.393373672227219,Outside,21.33,FALSE,Outside,0.6221491108496149,34.03488333,-119.7030833,2004-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2005,1.6111897169677634,Outside,21.33,FALSE,Outside,0.653082203483877,34.03488333,-119.7030833,2005-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2006,1.4374162617327808,Outside,21.33,FALSE,Outside,0.7808996733514909,34.03488333,-119.7030833,2006-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2007,1.7020619814002997,Outside,21.33,FALSE,Outside,0.7130069512171349,34.03488333,-119.7030833,2007-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2008,1.3495706027566383,Outside,21.33,FALSE,Outside,0.7666629625916335,34.03488333,-119.7030833,2008-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2009,2.7290202679520625,Outside,21.33,FALSE,Outside,0.7498647484435634,34.03488333,-119.7030833,2009-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2010,2.6119164897723124,Outside,21.33,FALSE,Outside,0.8204125889179927,34.03488333,-119.7030833,2010-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2011,2.246218475237934,Outside,21.33,FALSE,Outside,0.747255018425989,34.03488333,-119.7030833,2011-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2012,1.6320880261442177,Outside,21.33,FALSE,Outside,0.6526161031373459,34.03488333,-119.7030833,2012-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2013,2.096308894775302,Outside,21.33,FALSE,Outside,0.6239947373520875,34.03488333,-119.7030833,2013-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2014,2.4447194735503452,Outside,21.33,FALSE,Outside,0.6341430231333545,34.03488333,-119.7030833,2014-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2015,2.1519706909311322,Outside,21.33,FALSE,Outside,0.6733302761350989,34.03488333,-119.7030833,2015-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2016,1.9414574480664681,Outside,21.33,FALSE,Outside,0.7972449397117023,34.03488333,-119.7030833,2016-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2017,0.9689537153064312,Outside,21.33,FALSE,Outside,0.6417217124019536,34.03488333,-119.7030833,2017-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2018,2.017764763404898,Outside,21.33,FALSE,Outside,0.37219112327656867,34.03488333,-119.7030833,2018-07-01
8,SC,Santa Cruz Island,PB,Pelican Bay,2019,0.5179359560123521,Outside,21.33,FALSE,Outside,0.6691457076161926,34.03488333,-119.7030833,2019-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1982,1.2732920559277257,Outside,15.45,TRUE,2003,0.8607592423881341,34.04798333,-119.5514,1982-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1983,1.5681937862394997,Outside,15.45,TRUE,2003,0.7427026558140207,34.04798333,-119.5514,1983-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1984,1.557222280993051,Outside,15.45,TRUE,2003,0.7328361182537704,34.04798333,-119.5514,1984-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1985,2.206195526859165,Outside,15.45,TRUE,2003,0.7717096215015044,34.04798333,-119.5514,1985-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1986,0.917758667353617,Outside,15.45,TRUE,2003,0.7405587497663566,34.04798333,-119.5514,1986-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1987,0.840352272319914,Outside,15.45,TRUE,2003,0.5553808009553293,34.04798333,-119.5514,1987-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1988,0.848311252669735,Outside,15.45,TRUE,2003,0.6192255825723822,34.04798333,-119.5514,1988-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1989,0.7820715392270073,Outside,15.45,TRUE,2003,0.722573663564207,34.04798333,-119.5514,1989-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1990,0.5291684080006266,Outside,15.45,TRUE,2003,0.6044845834063857,34.04798333,-119.5514,1990-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1991,0.48256933716038014,Outside,15.45,TRUE,2003,0.4575740161467443,34.04798333,-119.5514,1991-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1992,0.7289927643515014,Outside,15.45,TRUE,2003,0.6554517283310307,34.04798333,-119.5514,1992-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1993,0.838605870915059,Outside,15.45,TRUE,2003,0.5661256776937681,34.04798333,-119.5514,1993-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1994,1.0302366428487342,Outside,15.45,TRUE,2003,0.5770221101309635,34.04798333,-119.5514,1994-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1995,0.9767231084920742,Outside,15.45,TRUE,2003,0.5013532209330306,34.04798333,-119.5514,1995-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1996,0.7992697440216947,Outside,15.45,TRUE,2003,0.4407697056164728,34.04798333,-119.5514,1996-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1997,0.9719824837546741,Outside,15.45,TRUE,2003,0.5011816021861326,34.04798333,-119.5514,1997-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1998,1.0308425608570146,Outside,15.45,TRUE,2003,0.3942360938896171,34.04798333,-119.5514,1998-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,1999,1.3452778533640484,Outside,15.45,TRUE,2003,0.6523544563261194,34.04798333,-119.5514,1999-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2000,0.7972120769676001,Outside,15.45,TRUE,2003,0.6429343754982886,34.04798333,-119.5514,2000-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2001,0.7982997515433841,Outside,15.45,TRUE,2003,0.47188525443728,34.04798333,-119.5514,2001-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,0.7499531912710168,Outside,15.45,TRUE,2003,0.6333038522905803,34.04798333,-119.5514,2002-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2003,0.7598700145821609,Inside,15.45,TRUE,2003,0.5191656276312362,34.04798333,-119.5514,2003-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2004,1.707404821170459,Inside,15.45,TRUE,2003,0.6410271896102339,34.04798333,-119.5514,2004-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,1.8893699153039718,Inside,15.45,TRUE,2003,0.654327099810859,34.04798333,-119.5514,2005-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2006,1.9892938908740665,Inside,15.45,TRUE,2003,0.7304388997288924,34.04798333,-119.5514,2006-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2007,2.0279008334060666,Inside,15.45,TRUE,2003,0.6534737196595474,34.04798333,-119.5514,2007-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2008,2.082633022737857,Inside,15.45,TRUE,2003,0.5750500191266037,34.04798333,-119.5514,2008-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2009,2.1004615357011285,Inside,15.45,TRUE,2003,0.6310204335808223,34.04798333,-119.5514,2009-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2010,1.75940239040188,Inside,15.45,TRUE,2003,0.6222034323607902,34.04798333,-119.5514,2010-07-01
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2011,1.5517571234575567,Inside,15.45,TRUE,2003,0.4672105452686055,34.04798333,-119.5514,2011-07-01
