site_number,island_code,island_name,site_code,site_name,survey_year,date,scientific_name,common_name,total_count,mean_density_sqm,total_area_surveyed_sqm,mean_depth,survey_type,reserve_status,reference,reserve_year,latitude,longitude
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-11,Tunicata,tunicates,63.96,10.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,articulated coralline algae,articulated coralline algae,16.98,2.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Astrangia lajollaensis,La Jolla cup coral,3.96,0.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Balanophyllia elegans,orange cup coral,3.96,0.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Bare Substrate,Bare Substrate,30,5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Bryozoa,bryozoans (miscellaneous),109.97999999999999,18.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Chlorophyta,green algae,0.96,0.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Cobble,Cobble,4.9799999999999995,0.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Corynactis californicus,club-tipped anemone,3.96,0.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Cystoseira,bladder chain kelp,18.96,3.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Desmarestia,acid weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Diaperoecia californica,Southern staghorn bryozoan,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Diopatra ornata,ornate tube worm,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Eisenia arborea,"Southern sea palm, all",0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,encrusting coralline algae,encrusting coralline algae,73.98,12.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Gelidium,agar weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Gigartina,sea tongue,0.96,0.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Laminaria farlowii,"oar weed, all",1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Macrocystis pyrifera,"giant kelp, all",60,10,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Misc Inverts,Misc Inverts,102.96000000000001,17.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Pachythyone rubra,aggregated red sea cucumber,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Phaeophyta,brown algae (miscellaneous),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Phragmatopoma californica,colonial sand-tube worm,9.959999999999999,1.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Plantae,miscellaneous plants (ie: diatoms),1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Porifera,sponges,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Pterygophora californica,"California sea palm, all",1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Rhodophyta,red algae (miscellaneous),186.96,31.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Rock,Rock,594.96,99.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Sand,Sand,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Serpulorbis squamigerus,scaled wormsnail,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-07,Tunicata,tunicates,117,19.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,articulated coralline algae,articulated coralline algae,15,2.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Astrangia lajollaensis,La Jolla cup coral,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Balanophyllia elegans,orange cup coral,3,0.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Bare Substrate,Bare Substrate,70.98,11.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Bryozoa,bryozoans (miscellaneous),133.98,22.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Chlorophyta,green algae,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Cobble,Cobble,18.96,3.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Corynactis californicus,club-tipped anemone,10.98,1.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Cystoseira,bladder chain kelp,19.98,3.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Desmarestia,acid weed,3,0.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Diaperoecia californica,Southern staghorn bryozoan,9.959999999999999,1.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Diopatra ornata,ornate tube worm,7.98,1.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Eisenia arborea,"Southern sea palm, all",0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,encrusting coralline algae,encrusting coralline algae,43.980000000000004,7.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Gelidium,agar weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Gigartina,sea tongue,34.980000000000004,5.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Laminaria farlowii,"oar weed, all",4.9799999999999995,0.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Macrocystis pyrifera,"giant kelp, all",162.96,27.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Misc Inverts,Misc Inverts,173.94,28.99,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Pachythyone rubra,aggregated red sea cucumber,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Phaeophyta,brown algae (miscellaneous),0.96,0.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Phragmatopoma californica,colonial sand-tube worm,54.96,9.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Plantae,miscellaneous plants (ie: diatoms),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Porifera,sponges,24.96,4.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Pterygophora californica,"California sea palm, all",42.96,7.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Rhodophyta,red algae (miscellaneous),201.95999999999998,33.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Rock,Rock,567.96,94.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Sand,Sand,12.96,2.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Serpulorbis squamigerus,scaled wormsnail,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-24,Tunicata,tunicates,54,9,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,articulated coralline algae,articulated coralline algae,39,6.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Astrangia lajollaensis,La Jolla cup coral,4.9799999999999995,0.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Balanophyllia elegans,orange cup coral,6.959999999999999,1.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Bare Substrate,Bare Substrate,16.98,2.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Bryozoa,bryozoans (miscellaneous),247.98,41.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Chlorophyta,green algae,3,0.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Cobble,Cobble,12,2,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Corynactis californicus,club-tipped anemone,12,2,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Cystoseira,bladder chain kelp,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Desmarestia,acid weed,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Diaperoecia californica,Southern staghorn bryozoan,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Diopatra ornata,ornate tube worm,21,3.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Eisenia arborea,"Southern sea palm, all",4.9799999999999995,0.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,encrusting coralline algae,encrusting coralline algae,61.980000000000004,10.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Gelidium,agar weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Gigartina,sea tongue,42.96,7.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Laminaria farlowii,"oar weed, all",33.96,5.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Macrocystis pyrifera,"giant kelp, all",210.95999999999998,35.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Misc Inverts,Misc Inverts,48,8,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Pachythyone rubra,aggregated red sea cucumber,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Phaeophyta,brown algae (miscellaneous),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Phragmatopoma californica,colonial sand-tube worm,21,3.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Plantae,miscellaneous plants (ie: diatoms),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Porifera,sponges,31.98,5.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Pterygophora californica,"California sea palm, all",72,12,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Rhodophyta,red algae (miscellaneous),337.98,56.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Rock,Rock,579,96.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Sand,Sand,9,1.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Serpulorbis squamigerus,scaled wormsnail,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-09-29,Tunicata,tunicates,87.96000000000001,14.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,articulated coralline algae,articulated coralline algae,45,7.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Astrangia lajollaensis,La Jolla cup coral,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Balanophyllia elegans,orange cup coral,12.96,2.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Bare Substrate,Bare Substrate,24,4,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Bryozoa,bryozoans (miscellaneous),198.95999999999998,33.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Chlorophyta,green algae,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Cobble,Cobble,18,3,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Corynactis californicus,club-tipped anemone,9.959999999999999,1.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Cystoseira,bladder chain kelp,6,1,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Desmarestia,acid weed,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Diaperoecia californica,Southern staghorn bryozoan,18,3,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Diopatra ornata,ornate tube worm,4.9799999999999995,0.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Eisenia arborea,"Southern sea palm, all",0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,encrusting coralline algae,encrusting coralline algae,123.96000000000001,20.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Gelidium,agar weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Gigartina,sea tongue,87,14.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Laminaria farlowii,"oar weed, all",49.980000000000004,8.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Macrocystis pyrifera,"giant kelp, all",237,39.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Misc Inverts,Misc Inverts,100.97999999999999,16.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Pachythyone rubra,aggregated red sea cucumber,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Phaeophyta,brown algae (miscellaneous),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Phragmatopoma californica,colonial sand-tube worm,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Plantae,miscellaneous plants (ie: diatoms),0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Porifera,sponges,24,4,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Pterygophora californica,"California sea palm, all",108.96000000000001,18.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Rhodophyta,red algae (miscellaneous),402,67,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Rock,Rock,580.98,96.83,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Sand,Sand,0.96,0.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Serpulorbis squamigerus,scaled wormsnail,0.96,0.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-13,Tunicata,tunicates,120.96000000000001,20.16,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,articulated coralline algae,articulated coralline algae,33,5.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Astrangia lajollaensis,La Jolla cup coral,3.96,0.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Balanophyllia elegans,orange cup coral,12,2,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Bare Substrate,Bare Substrate,33,5.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Bryozoa,bryozoans (miscellaneous),219.95999999999998,36.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Chlorophyta,green algae,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Cobble,Cobble,9.959999999999999,1.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Corynactis californicus,club-tipped anemone,9,1.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Cystoseira,bladder chain kelp,3.96,0.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Desmarestia,acid weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Diaperoecia californica,Southern staghorn bryozoan,1.98,0.33,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Diopatra ornata,ornate tube worm,9.959999999999999,1.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Eisenia arborea,"Southern sea palm, all",0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,encrusting coralline algae,encrusting coralline algae,63.96,10.66,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Gelidium,agar weed,0,0,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Gigartina,sea tongue,33,5.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Laminaria farlowii,"oar weed, all",33,5.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-16,Macrocystis pyrifera,"giant kelp, all",231,38.5,6,33.18,rpc,Outside,TRUE,Outside,33.90146667,-120.1029667
