site_number,island_code,island_name,site_code,site_name,survey_year,reserve_status,reference,giant_kelp,red_gorgonian,brown_gorgonian,California_golden_gorgonian,chestnut_cowrie,wavy_turban_snail,red_turban_snail,queen_tegula,bat_star,giant_spined_sea_star,red_sea_urchin,purple_sea_urchin,warty_sea_cucumber,ochre_sea_star,orange_puffball_sponge,red_abalone,pink_abalone,green_abalone,Kellets_whelk,giant_keyhole_limpet,rock_scallop,sunflower_star,white_sea_urchin,Total_benthic,Non_targeted_invert,Targeted_invert,Carnivorous_invert,Herbivorous_invert,Planktivorous_invert,blacksmith,black_surfperch,striped_surfperch,opaleye,rock_wrasse,garibaldi,lingcod,senorita,kelp_bass,rubberlip_surfperch,pile_perch,cabezon,kelp_rockfish,black_and_yellow_rockfish,blue_rockfish,olive_rockfish,treefish,California_sheephead_female,California_sheephead_male,ocean_whitefish,halfmoon,California_scorpionfish,Total_fish,Non_targeted_fish,Targeted_fish,Carnivorous_fish,Herbivorous_fish,Piscivorous_fish,Planktivorous_fish,Total_mixed,Non_targeted_mixed,Targeted_mixed,Carnivorous_mixed,Herbivorous_mixed,Planktivorous_mixed,Southern_sea_palm_adult,Southern_sea_palm_juvenile,California_sea_palm_adult,California_sea_palm_juvenile,oar_weed_adult,oar_weed_juvenile,Coronado_urchin,stalked_tunicate,blue_banded_goby,blackeye_goby,island_kelpfish,Sargassum_horneri_adult,Sargassum_horneri_juvenile,California_hydrocoral,white_spotted_rose_anemone,California_spiny_lobster,California_brown_sea_hare,threaded_abalone,white_abalone,gumboot_chiton,wakame_adult,wakame_juvenile,coralline_sculpin,top_smelt,tubesnout,kelp_surfperch,speckled_sanddab,sculpin_spp,kelpfish_spp,rainbow_surfperch,snubnose_sculpin,painted_greenling,rockfish_YOY,gopher_rockfish_adult,copper_rockfish_adult,vermillion_rockfish_adult,bocaccio_juvenile,lavender_sculpin,white_surfperch,brown_rockfish_adult,spotfin_sculpin,scalyhead_sculpin,surfperch_spp_adult,sailfin_sculpin,surfperch_spp_juvenile,giant_kelpfish_adult,sharpnose_surfperch,kelp_greenling_juvenile,soupfin_shark,kelp_greenling_female,swell_shark,giant_kelpfish_juvenile,kelp_greenling_male,larval_fish_spp,cusk_eel_spp,bat_ray,fringehead_spp,jack_mackerel,c_o_turbot,Pacific_angel_shark,black_rockfish_adult,stripedfin_ronquil,grass_rockfish_adult,ronquil_spp,kelp_greenling_adult,sharpnose_white_surfperch,gunnel_spp,clingfish_spp,Pacific_sardine,shiner_surfperch,crevice_kelpfish,zebra_perch,spotted_kelpfish,bocaccio_adult,prickleback_spp,yellowtail,yellowfin_fringehead,sanddab_spp,Pacific_barracuda,rockfish_spp_adult,horn_shark,California_moray_eel,zebra_goby,northern_ronquil,Pacific_bonito,surfperch_spp,Pacific_mackerel,onespot_fringehead,finescale_triggerfish_adult,sargo,black_croaker,barred_sand_bass,baitfish_unidentified,orangethroat_pikeblenny,thornback_ray,top_smelt_adult,top_smelt_juvenile,northern_anchovy,halfbanded_rockfish_adult,white_seabass,plain_cardinalfish,leopard_shark,giant_black_sea_bass_adult,California_halibut,swallowtail_damselfish,tubesnout_juvenile,wolf_eel,goby_spp,monkeyface_prickleback,broadnose_sevengill_shark,sarcastic_fringehead,plainfin_midshipman,walleye_surfperch,ocean_sunfish,shannon_index,simpson_index,articulated_coralline_algae,La_Jolla_cup_coral,orange_cup_coral,bladder_chain_kelp,ornate_tube_worm,encrusting_coralline_algae,sea_tongue,brown_algae,red_algae,scaled_wormsnail,tunicates,Misc_Inverts,acid_weed,Bare_Substrate,bryozoans,green_algae,club_tipped_anemone,Southern_staghorn_bryozoan,agar_weed,oar_weed_cover,colonial_sand_tube_worm,miscellaneous_plants,sponges,aggregated_red_sea_cucumber,Southern_sea_palm_cover,giant_kelp_cover,California_sea_palm_cover
35,SB,Santa Barbara Island,WA,Webster's Arch,2019,Outside,TRUE,30.620126796000005,0.8563673810135923,0.2079174795097142,1.207884316352834,18.419412195832457,216.144804252594,0,0.01606381595813329,22.038125958300725,0,127.05075901271807,202.67734807909108,18.4399116696824,0,0.11506748285219488,0,0,0,1.4984909428557551,0,23.1528455527818,0,0.19148794463169408,662.6366128801744,245.7296746535424,416.90693822663206,258.10083334958296,329.935658852399,25.540082212510136,1.5791256914751877,0,0,0.1478557700006334,0.02509091576653458,3.009525987796296,0,0.11339453237475217,4.935078614586476,0,0.04964948358083365,0,0,0,0,0,0,2.7971296917993813,10.689841638892911,0,13.242897283613068,0.14379428439512193,36.7333838942812,18.167539664607304,18.565844229673893,16.57123771783596,13.390753053613702,5.078872898981598,1.6925202238499395,699.3699967744557,263.89721431814974,435.47278245630594,274.6720710674189,343.32641190601265,27.232602436360075,1.75,0.41,0,0,0,0.08,0.95,0,0,0,0.41,0.105,0.005,0,0,0.00972222257405519,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0.003665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-4,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,2.655800952963846,0.8494018475025996,0.66,0,0.16,0,0,39.66,0,5.5,15.16,0.16,10.66,22.33,0.16,9.83,11,0.83,1.5,1.5,0,0,0,2.33,1.16,0,6,14.83,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2005,Inside,TRUE,1.0477983588,0.1518175956734439,0.4098915119745474,0,5.84160151353669,8.560174790163657,0,0,12.198018848797972,9.318482066707158,145.78047308895785,353.4132088646561,34.231565359985645,0,2.7789741200239853,0,0,0,0,6.908871400124292,28.086335781164873,0,0,608.7272133005662,391.0208659214942,217.706347379072,35.91827721920548,506.10255335373824,31.42701900883685,2.273020512194522,2.976497446290882,0,2.921325518402656,0.3752761382653943,0.8786172169427168,0,1.1508614576097582,2.471498035078957,0.47230655121516246,0.4016875826437472,0,0.14325461022615174,0.22294430540689344,0,0.02647238821611703,0.05999747693804864,0.1404933943427628,0,0,0.2648817252264108,0,14.779134359000182,11.71447414879125,3.06466021020893,5.244878329700666,3.1862072436290667,2.924166815866168,3.42388196980428,623.5063476595664,402.7353400702854,220.77100758928097,41.16315554890615,509.2887605973673,34.85090097864113,0,0,0,0,0,0,0.08,0,0,3.66,0.08,0,0,0,0,0.00416666688397527,0.00416666688397527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889369915303972,0.654327099810859,0.83,0,0,0,0,62.83,0,2.66,4.83,0,0.33,22.16,0,19.83,0.33,5.33,0,0.33,3.66,0,0.66,12.16,0,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2006,Inside,TRUE,0.5631916178549999,0.2468895186026504,0,0,2.52609795179965,23.529591644671783,0,0.26060226818742993,12.061541196065487,3.8111682462041414,110.97600010303346,264.039004327779,70.60260355497039,0,0.96112182213976,0,0,0,0,6.880236342339382,11.828112602657685,8.87217034995574,0.02884194461218519,517.1871734908738,299.68767396768544,217.49949952318832,50.80056938869681,382.1846849859515,13.036123943400094,2.7911226550354833,1.568012855352504,0,1.7505329098656766,0.2373621574528619,0.9942781438843676,0,1.1178700958249452,2.891376134629502,0,0.3836034213514639,0.8619989107019422,0.1292522799032948,0.2786803817586168,0,0.01323619410805851,0.04848280964690799,0.1478877835186977,0,0,0.9509253935628146,0,14.164622126597138,9.793707632330117,4.37091449426702,3.3311443615598955,2.701458303428491,4.223026710748322,3.908992750860429,531.3517956174709,309.4813816000156,221.87041401745532,54.1317137502567,384.88614328938,16.945116694260523,0,0,0,0,0,0,0,0,0,2,0.12,0,0,0,0,0.02,0.00555555569007993,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0.0043,0,5e-4,0,0,0,0,0,5e-4,0,0,0,0,0,5e-4,0,0,0,0,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9892938908740665,0.7304388997288924,1,0,0.16,0,0,46.16,0,3.33,3.66,0.33,0,16.66,0,19.16,0.66,12,0.33,0,0,0,0,15,0.16,0,0,2.66,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2007,Inside,TRUE,9.0131004456,0.10119367900641936,0,0,8.525580587323818,36.85143048962603,0,0.10049207178922862,18.683220805174393,8.548952691458338,212.4645062427414,300.9178501724741,70.60260355497039,0,0.7967719190035428,0,0,0,0,11.02478416382992,2.3279575601571274,0,0.00195188678201577,679.9603962699367,348.7007979768418,331.25959829309494,72.60918457358258,524.5095845376167,3.2259231581670895,1.277381928772923,1.6466482311254516,0,5.302502756055159,0.29558860738956366,0.7008535390841469,0,3.3473520349541173,2.209194998097315,0,0.05912497584325351,0,0.1596312804272946,0.21286687559171055,0,0.00590200222841441,0.10318643872520428,0.03667100034353247,0,0,0.2648817252264108,0,15.621786393864497,12.894333798451026,2.7274525954134714,2.738886353785948,5.56738448128157,2.690781595069939,4.62473396372704,695.5821826638013,361.5951317752928,333.9870508885084,75.34807092736852,530.0769690188982,7.8506571218941295,0,0,0,0,0,0.04,0,0,0,2.7,0.25,0,0,0,0,0.00694444449618459,0.01,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027900833406066,0.6534737196595474,0.16,0.33,0.5,0.33,0.16,53.66,0,6.83,4.33,0,0.16,9.66,0,27.33,1.5,1.83,0.33,0,0,0,0,13.33,0,0,0,3.5,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2008,Inside,TRUE,12.8295957622,0.1518175956734439,0,0,0.6315244879499124,34.08704661406148,0,0.07842345539625949,13.744733831143003,8.358193367461952,282.71648111726955,277.73146880575985,115.53153308995157,0,1.1937372523574856,0,0,0,0,15.289667015660203,13.140019874588996,0,0.00479027216838941,775.4890325416421,317.1843560835705,458.3046764580716,56.82149830061635,575.8208306662542,14.485574722619926,0.27752640035864184,0.4277552629102151,0,0,0.3103000739767229,1.071550453437135,0,0.6306046602620058,1.1605270361764075,0,0.07094997101190421,0,0.34579236109379236,0.0800251411998912,0,0.04660622829208765,0.03030175602931749,0.02820645026098444,0,0.5662137617885856,0.06136156949144581,0,5.107721126289137,2.8500483914480705,2.2576727348410666,2.474975973385547,0.06136156949144581,1.6632525227914965,0.9081310606206476,780.5967536679312,320.03440447501856,460.5623491929126,59.296474274001895,575.8821922357457,15.393705783240575,0,0,0,0,0,0.08,0,0,0,1.58,0.04,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.005875,0.0035,5e-4,5e-4,0,0,0,0,5e-4,0,0,0,0,0,5e-4,0,0,0,0,0,5e-4,0,0,0,5e-4,5e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082633022737857,0.5750500191266037,0.66,0,0.5,0,0,69.16,0,1.5,12.16,0.16,0.66,11.5,0,19.66,1.66,0,0,0.16,0,0,0,3.66,0,0,0,8.33,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2009,Inside,TRUE,17.768489968,0.2277133765156482,0,0,1.8945734638497371,21.602771404118673,0,0.02660279289362047,39.83260266812359,10.345712394647787,202.4416042733686,426.78244233011,0,0,2.0188387221809916,0,0.01314906581428268,0,0,16.15529741406415,2.6719774666323377,0,0,741.7817753403194,497.29693222819986,244.4848431121196,73.67565993073978,645.4190958762507,4.918529565328978,4.4831840766642586,3.2762791830290388,0,7.463095879055768,0.03811839935433561,1.4700402982289982,0,1.5100653877951924,2.4673433619313387,0.47230655121516246,0.233769771427741,0,0.2003119267076053,0.3103864867154218,0,0,0.09954900719108756,0.40325016700578153,0,0,0,0,22.42770049632173,18.946859546770497,3.480840949551235,5.893764370261057,7.463095879055768,3.0775907825454536,5.993249464459451,764.2094758366412,516.2437917749703,247.96568406167088,79.56942430100085,652.8821917553064,10.911779029788429,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0.01,0.07,0,0,0,0,0,5e-4,0,0,0.011,0,0,0,0,0,0.00939499999999999,0,0,0,0,5e-4,8.3e-4,5e-4,0,0,0,0,0,0,6.65e-4,0,0,0,0,0,0,0,0,0,5e-4,0.001,0,5e-4,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.015,0,6.65e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1004615357011285,0.6310204335808223,0.5,1.33,0.5,0,0.16,55,0,3.16,0.5,0,0.33,12.5,0,25.33,1.5,0,0.16,1,0,0.33,0,12,0.16,0,0,6.66,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2010,Inside,TRUE,0.3875101807558341,0.3036351913468878,0,0,0.6315244879499124,19.80102950706354,0,0.02660279289362047,30.307649272852128,13.230608400959808,332.32196957818894,469.252000069556,194.69202798491835,0,3.154464330899012,0,0,0,0,20.166807065431342,9.03173266484833,0,0,1093.3075615276637,537.0732916118887,556.234269915775,63.97081166882539,821.7673795060699,12.48983218709423,0.5473973231580292,0.5217103306536085,0,0,0.01877719370398756,1.1451114745821158,0,1.764763841723533,0.7431426335909287,0,0.01370012219112371,0,0.2660392776585383,0,0.10346857035714456,0.00848269543795547,0.01470974735050282,0.04557069362190361,0,0,0.2648817252264108,0,5.457755629255782,4.276342011238809,1.1814136180169734,1.7448698147527393,0.2648817252264108,1.032374354037925,2.415629735238707,1098.7653171569195,541.3496336231275,557.4156835337919,65.71568148357812,822.0322612312963,14.905461922332936,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,5e-4,0.0025,0,0,0,0,0.01075,3.75e-4,0,0,0,0,5e-4,0,5e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75940239040188,0.6222034323607902,0,0.5,0,0,0.66,41.83,0,5,2.66,0.5,0.83,14.5,0,39.5,0,1.66,0.5,0,0,0,0,3.83,0,0,0,0.5,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2011,Inside,TRUE,0,0.0601495430510234,0,0,1.8945734638497371,4.567166628105488,0,0.03243385642194477,48.65792911856732,32.61741241518644,138.14749813311843,265.05765971308915,132.64731576994436,0,2.0124600675228956,0,0,0,0,25.273302814418624,6.17761841445096,1.7000363339178408,0.01631569676569969,658.8618719684099,377.3222730227907,281.5395989456192,89.43711795962683,428.5272102138139,8.250228025024878,1.690256124678207,2.2496283397974217,0,3.4473337918033273,0.19468024401444345,2.1692217751587166,0,1.0057292981920816,2.2880888894155653,0.47230655121516246,0.44719800384899433,0,0.5792780869673115,0.05233436522821073,0.16497238638458517,0.01871392082487951,0.03460996449531216,0.12311319206442936,0,0,0,0.07879854410213429,15.016263478190783,11.676354128708354,3.339909349482428,5.656148106099168,3.4473337918033273,3.0518237710334137,2.8609578092548738,673.8781354466007,388.998627151499,284.8795082951017,95.093266065726,431.9745440056172,11.111185834279752,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0.01,0.01,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,5e-4,0.0108,7e-4,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551757123457557,0.4672105452686055,0.66,2.33,1.33,0,0,47.16,0,0,1.66,0,0,11.33,0,34.5,0,0,0.5,0,0,0,0,1.5,0,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2012,Inside,TRUE,0,0.1518175956734439,0,0,0,3.3006479123446235,0,0,47.703863106209006,25.28354319547912,256.1778824504831,765.0069671697225,141.20520710994077,10.704755905449264,3.2440507034282864,0.00877990412906282,0,0,0.00892656308259587,13.424708187238622,1.2368704261883,0.02138493838658074,0.00694022338581529,1267.4863453911412,865.5568109291017,401.9295344620394,87.02312162095119,1034.625277934959,4.6327387252900305,2.63909431139256,1.7888812100744134,0,0.7522483909923586,0.00951520526211625,1.0195037171273311,0,0.9883165660219738,4.581817522157873,0.32080583821593167,0.11244148185299042,0,0.21849448271031505,0.2507919665812907,0.08374269651172608,0.00424134771897773,0.04711024818647,0.15043440139191705,0.3659149950126904,0,0.6564686316513374,0,13.989823012862272,8.287275352591012,5.702547660271261,3.76749684893739,1.408717022643696,5.102455567354927,3.71115357392626,1281.4761684040034,873.8440862816927,407.63208212231063,90.7906184698886,1036.0339949576028,8.34389229921629,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3575241408979837,0.35303807048115976,0,0.66,0.16,0,0,58.33,0,0,0.83,0,0,7.66,0,30.16,0.33,0.33,2.16,0,0,0,0,2.83,0,0,0,0,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2013,Inside,TRUE,0.7370193310199998,0.1518175956734439,0,0,0.6315244879499124,11.725157400365706,0,0,11.702325120602714,12.61831061396753,160.45414756811078,567.190033438253,169.01835396492913,32.1142677163478,0.7598765852440797,0,0,0,0.00135949846143883,8.231373603504743,1.2286751786477237,0,0,976.564242103078,633.3995291615432,343.1647129415348,68.7929448376951,735.8755546098685,2.140369359565247,3.593173768678638,0.8736241053291062,0,0.6787203527750604,0.00559756830599242,2.052747681143815,0,1.0503938788755245,1.3541710212101368,0.22010286702592183,0.2461672192740623,0,0.15160288229189894,0.36192640619549177,1.5263625778589505,0.14395637229061517,0.0805103891651012,0.2107153446797282,0,0,0,0,12.549772435100042,8.72052744140812,3.8292449936919226,3.6089547857586255,0.6787203527750604,2.092167071153244,6.169930225413113,989.114014538178,642.1200566029513,346.9939579352267,72.40189962345373,736.5542749626435,8.31029958497836,0,0,0,0,0,0.04,0.08,0,0,2.12,0,0,0,0,0,0.00833333376795053,0.01,0,0,0,0,0,5e-4,0,0,0.00175,0,0,0,0,0,0.0123,0.061595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6463587958984187,0.5772690413552235,0.66,1,0.33,0,0.33,55.83,0,5.66,1.5,0.5,0,18.5,0,26.16,0,1.16,1.16,0,0,0,0,3.16,0,0,0,1.33,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2014,Inside,TRUE,20.981399174999996,0.1518175956734439,0,0,0,1.4308896241568465,0,0,5.6395984692015135,0.08300123145861478,111.57268979519093,284.98997688963476,177.57624530492552,0,1.4893418210392029,0,0,0,0.0112883582333001,0.7486277996261123,2.439219652963412,0,0,607.1140957171036,293.10236380663366,314.01173191046996,7.164777683050275,397.31129448445176,4.0803790696760585,1.6901226131359732,1.73016538801017,0.04883810352703415,3.33704173447738,0.03509368173289309,0.18116006469022344,0,0.9554816599500424,1.8776527081861056,1.3451186787123106,0.3251755971285206,0,0.15326732891619926,0.25254173237300226,0.6588178555145567,0.1641784534140638,0.6068492857662986,0.06177026280088359,0,0,0.22175611743172283,0,13.64503126576738,9.86995363879627,3.7750776269711097,3.727321776602035,3.5587978519091026,3.05448950865567,3.3044221286005726,620.7591269828711,302.9723174454299,317.7868095374411,10.89209945965231,400.87009233636087,7.384801198276631,0,0,0,0,0,0.29,0.04,0,0,1.87,0.04,0,0.17,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0.00825,0,0,0,0,5e-4,0.005595,0.00279499999999999,0,0,0,5e-4,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,5e-4,0,0,0,5e-4,0.0015,0,0,0,0,0,5e-4,0,0,0.0022,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,7.5e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592459328380366,0.8032204183300197,0.5,1,1.66,1.66,0.33,33,0,20.5,0.83,0.5,0,24.16,0,27.33,0.66,1.33,1.83,0.16,0,1,0,8.16,0,0,0.16,9.5,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2015,Inside,TRUE,52.669669929,0.05861914405519441,0,0,0.6315244879499124,48.01985699736792,0,0,0,0,43.16201652888735,188.34093109112808,8.557891339996411,0.9911811263572547,0.2890766130379039,0,0.00284267653217796,0,0.02901218313099699,0.1309901539273235,4.549310648499129,0,0,347.43292291986967,190.44516529298784,156.9877576268818,49.67157479480609,231.63678045047493,4.8970064055922276,0.5814313365682344,4.825820558545878,0.11005143351296091,6.009503123529181,4.00481032976208,0.5329395633819967,0,2.6549750069120743,8.823434413863158,0.31487103414344164,0.07513773625449396,0,0.02167158346560574,0.05996910505290899,0.02098490896864109,0.03895804900844747,0.17994086231836903,0.3858003929595627,0,0,1.692278912792605,0.15759708820426857,30.490175439243902,20.801819035402943,9.68835640384096,10.249431048560414,7.701782036321786,9.281571101912755,3.25739125244895,377.9230983591136,211.2469843283908,166.67611403072277,59.9210058433665,239.33856248679672,8.154397658041177,0.04,0.04,0,0,0,0.08,0.29,0,0.54,0.29,0,0,13.62,0,0,0.04,0.00555555569007993,0,0,0,0,0,0,0,0,0.0045,0,0,0,5e-4,0,7.5e-4,0.001,0,0,0,0,0,0.003375,0,0,0,0,0,0,5e-4,0,0,0,0,0,6.65e-4,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,7.5e-4,0,0,0,0,0,0,0.0015,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6921939429410915,0.7633903759358773,1.66,0,0,0.33,0,42.33,0,50.33,0.83,0.83,0,11.5,0,39.83,1,0.83,0,1.16,0,0,0.16,1.66,0.16,0,0,18.66,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Inside,TRUE,81.54134679375,0,0,0,0,95.00102606881732,0,0,0,0,27.30428369508094,31.069058707321663,106.97364174995514,0,0.15188134633954925,0,0,0,0.08320228497224616,0.03342019130130728,3.362890948173901,0,0.00205664209019109,345.52280842780226,31.256416887052715,314.26639154074957,95.08422835378956,58.408819235794105,3.5147722945134503,0.7321919169537562,1.3687651683145132,0,2.191701139169466,1.7571100550379617,0.6261056627552817,0,0.12117025893614944,6.826859154025883,1.2191221385072462,0.2654494670436903,0,0.2752566298595931,0.1235938134884369,0,0.4595278396830985,0.08234604896446937,0.6936635883527248,1.3612259588860027,0,0.13859757339482676,0.00522539215159238,18.24791180552469,8.4202133801128909,9.827698425411802,7.29144203889742,2.3302987125642924,7.772808878173073,0.8533621758899056,363.7707202333269,39.676630267165606,324.09408996616133,102.37567039268698,60.7391179483584,4.368134470403356,0.04,0.45,0,0,0,0.08,0.5,0,0.29,0.04,0,0.045,60.755,0,0,0.05,0.00277777784503996,0,0,0,0,0,0,0.147665,0,0,0,0,0.001,0,0,5e-4,0.0025,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0.005,0,0,0,0,5e-4,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0.003665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6051652749343376,0.8542973534863766,13.66,0.5,0.16,0.33,1.33,47.66,0,24.16,5.66,2.16,2.16,7.66,0,25.83,31,2.5,0.16,0.66,0.5,0,0.16,3,0.16,0,0.16,20.33,0
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2017,Inside,TRUE,140.079450492,0.00703865608859609,0,0,0.6315244879499124,149.7204180142385,0,0.0116083952949973,0,0.15444089885382403,101.73398577405624,59.54929018244015,96.27627757495962,0.22054009730698848,0.1039277649496724,0,0,0,0.15106415011521415,0.00892705636972105,2.295446125123734,0,0,550.9439396697472,60.68729753925386,490.25664213049333,150.87798764846443,161.3038114081611,2.4064125461620027,0.600892964941435,2.5294983661952437,0.00146791424507077,0,1.4093969930969954,1.9172068050564044,0,0.9244001075694696,3.701015042897008,0,0.05639518279309001,0,0.5601754644107494,0.14108476668882808,0,0.05154061903727765,0.00897287701563183,0.21199168135787863,0,0,0.11802115005893876,0,12.23205993536402,7.557279483956648,4.674780451407374,6.125956942744683,0.11802115005893876,4.462788770049495,1.5252930725109044,563.1759996051112,68.24457702321051,494.9314225819007,157.00394459120912,161.42183255822005,3.931705618672907,0.12,0,0,0,0.29,0.87,0.04,0,0.2,0.12,0.29,0.325,41.59,0,0,0.07,0.02,0,0,0,0,0,5e-4,0.21625,0,0.005,0,0,8.3e-4,0,0,3.75e-4,8.75e-4,0,0,0,0,0,0.001,0,0,0,0,0,0,5e-4,0,0,0,0,0,6.65e-4,0,0,0,0,0,0,0,0,0,0,7.5e-4,0,0,0,0,0,0,0.013375,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0.001125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8745556101202594,0.8479150407304428,9.33,0,0,0,0.5,34.5,0,40.33,10.33,4.33,3.83,1.66,0,26.66,10.83,0.5,0,3.33,0.16,0.66,3.66,1,0,0,0,35.83,0
