"SiteNumber","SiteCode","IslandCode","Species","ScientificName","CommonName","SurveyYear","MeanSize","MinSize","MaxSize","TotalCount"
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1994,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1995,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1996,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1997,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1998,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",1999,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2000,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2001,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2002,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2003,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2004,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2005,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2006,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2007,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2008,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2009,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2010,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2011,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2012,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2013,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2014,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2015,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2016,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2017,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2018,0.00,0.00,0.00,0.00
6,"GI","SC",11011.00,"Pisaster ochraceus","ochre sea star",2019,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1982,,,,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1983,,,,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1984,,,,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1985,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1986,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1987,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1988,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1989,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1990,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1991,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1992,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1993,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1994,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1995,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1996,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1997,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1998,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",1999,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2000,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2001,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2002,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2003,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2004,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2005,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2006,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2007,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2008,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2009,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2010,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2011,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2012,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2013,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2014,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2015,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2016,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2017,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2018,0.00,0.00,0.00,0.00
6,"GI","SC",11012.00,"Arbacia stellata","black starry sea urchin",2019,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1982,,,,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1983,,,,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1984,,,,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1985,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1986,42.77,28.00,65.00,18.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1987,31.20,18.00,41.00,5.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1988,48.00,28.00,70.00,7.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1989,41.83,18.00,60.00,30.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1990,35.23,19.00,45.00,13.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1991,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1992,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1993,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1994,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1995,39.78,21.00,60.00,14.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1996,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1997,42.43,27.00,60.00,16.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1998,38.57,12.00,71.00,47.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",1999,48.33,34.00,69.00,3.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2000,18.00,18.00,18.00,1.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2001,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2002,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2003,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2004,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2005,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2006,34.64,12.00,71.00,14.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2007,29.52,12.00,68.00,44.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2008,0.00,0.00,0.00,0.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2009,34.10,9.00,64.00,86.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2010,41.69,17.00,64.00,23.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2011,47.32,12.00,86.00,85.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2012,50.05,11.00,92.00,70.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2013,51.29,18.00,91.00,51.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2014,52.95,22.00,102.00,60.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2015,38.70,9.00,69.00,68.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2016,34.52,17.00,59.00,74.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2017,43.08,13.00,84.00,74.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2018,45.20,25.00,67.00,5.00
7,"FH","SC",5002.00,"Tethya aurantia","orange puffball sponge",2019,51.00,51.00,51.00,1.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1982,,,,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1983,,,,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1984,,,,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1985,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1986,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1987,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1988,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1989,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1990,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1991,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1992,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1993,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1994,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1995,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1996,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1997,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1998,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",1999,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2000,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2001,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2002,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2003,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2004,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2005,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2006,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2007,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2008,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2009,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2010,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2011,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2012,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2013,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2014,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2015,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2016,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2017,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2018,0.00,0.00,0.00,0.00
7,"FH","SC",6001.00,"Stylaster californicus","California hydrocoral",2019,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1982,,,,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1983,,,,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1984,,,,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1985,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1986,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1987,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1988,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1989,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1990,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1991,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1992,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1993,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1994,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1995,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1996,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1997,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1998,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",1999,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2000,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2001,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2002,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2003,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2004,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2005,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2006,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2007,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2008,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2009,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2010,50.00,50.00,50.00,1.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2011,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2012,139.50,110.00,169.00,2.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2013,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2014,70.42,23.00,174.00,7.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2015,50.33,46.00,55.00,3.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2016,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2017,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2018,0.00,0.00,0.00,0.00
7,"FH","SC",9002.00,"Haliotis rufescens","red abalone",2019,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1982,,,,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1983,,,,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1984,,,,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1985,123.90,90.00,167.00,10.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1986,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1987,87.00,87.00,87.00,1.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1988,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1989,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1990,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1991,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1992,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1993,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1994,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1995,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1996,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1997,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1998,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",1999,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2000,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2001,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2002,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2003,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2004,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2005,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2006,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2007,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2008,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2009,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2010,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2011,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2012,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2013,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2014,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2015,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2016,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2017,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2018,0.00,0.00,0.00,0.00
7,"FH","SC",9003.00,"Haliotis corrugata","pink abalone",2019,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1982,,,,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1983,,,,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1984,,,,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1985,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1986,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1987,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1988,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1989,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1990,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1991,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1992,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1993,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1994,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1995,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1996,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1997,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1998,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",1999,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2000,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2001,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2002,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2003,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2004,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2005,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2006,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2007,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2008,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2009,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2010,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2011,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2012,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2013,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2014,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2015,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2016,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2017,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2018,0.00,0.00,0.00,0.00
7,"FH","SC",9004.00,"Haliotis fulgens","green abalone",2019,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1982,,,,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1983,,,,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1984,,,,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1985,49.61,41.00,57.00,31.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1986,48.69,37.00,57.00,43.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1987,49.45,43.00,58.00,22.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1988,48.43,41.00,58.00,32.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1989,47.13,39.00,57.00,30.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1990,43.73,34.00,59.00,30.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1991,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1992,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1993,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1994,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1995,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1996,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1997,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1998,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",1999,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",2000,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",2001,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",2002,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",2003,0.00,0.00,0.00,0.00
7,"FH","SC",9005.00,"Cypraea spadicea","chestnut cowrie",2004,0.00,0.00,0.00,0.00
