"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,6/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,6/23/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,7/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,9/14/2016 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,7/10/2017 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,8/8/2018 0:00:00,51.00,0.25,1.33,0.21,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,8/21/2019 0:00:00,11.00,0.05,0.18,0.02,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",1996,7/22/1996 0:00:00,33.00,0.16,0.30,0.04,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",1997,8/4/1997 0:00:00,8.00,0.03,0.08,0.01,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",1998,7/20/1998 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",1999,8/2/1999 0:00:00,10.00,0.05,0.10,0.01,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2000,7/17/2000 0:00:00,8.00,0.03,0.09,0.01,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2001,6/25/2001 0:00:00,56.00,0.28,0.22,0.03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2002,8/5/2002 0:00:00,157.00,0.78,0.51,0.08,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2003,7/21/2003 0:00:00,110.00,0.55,0.51,0.08,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2004,7/12/2004 0:00:00,108.00,0.54,0.43,0.06,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2005,6/27/2005 0:00:00,54.00,0.27,0.39,0.06,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2006,6/5/2006 0:00:00,75.00,0.37,0.30,0.04,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2007,9/10/2007 0:00:00,53.00,0.26,0.28,0.04,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2008,8/11/2008 0:00:00,54.00,0.27,0.33,0.05,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2009,6/29/2009 0:00:00,65.00,0.32,0.27,0.04,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2010,6/14/2010 0:00:00,64.00,0.31,0.37,0.05,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2011,7/12/2011 0:00:00,63.00,0.31,0.35,0.05,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2012,8/14/2012 0:00:00,138.00,0.68,0.81,0.12,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2013,6/27/2013 0:00:00,150.00,0.75,0.68,0.10,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2014,6/23/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2015,7/28/2015 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2016,9/14/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2017,7/10/2017 0:00:00,5.00,0.02,0.06,0.01,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2018,8/8/2018 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2019,8/21/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2012,8/14/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2013,6/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2014,6/23/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2015,7/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2016,9/14/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2017,7/10/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2018,8/8/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
7,"SC","Santa Cruz Island","FH","Fry's Harbor",11011.00,"Pisaster ochraceus","ochre sea star",2019,8/21/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1996,7/22/1996 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2001,6/25/2001 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2002,8/19/2002 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,7/12/2004 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,7/24/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,6/18/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,7/15/2008 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,9/21/2009 0:00:00,30.00,0.15,0.20,0.03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,8/30/2010 0:00:00,88.00,0.43,0.36,0.05,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2011,9/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2012,9/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2013,9/17/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2016,9/15/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2017,9/14/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2018,9/11/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2019,8/22/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1996,7/22/1996 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2001,6/25/2001 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2002,8/19/2002 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,7/12/2004 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,7/24/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,6/18/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,7/15/2008 0:00:00,2.00,9.99999977648258e-03,0.06,9.99999977648258e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,9/21/2009 0:00:00,389.00,1.94,1.05,0.16,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,8/30/2010 0:00:00,40.00,0.20,0.22,0.03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,9/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,9/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,9/17/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,9/15/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,9/14/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,9/11/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,8/22/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,8/30/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,9/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,9/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,9/17/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,9/15/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,9/14/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,9/11/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,8/22/2019 0:00:00,4.00,0.01,0.09,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,8/30/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,9/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,9/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,9/17/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,9/15/2016 0:00:00,1695.00,8.47,11.25,1.77,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,9/14/2017 0:00:00,840.00,4.19,7.70,1.21,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,9/11/2018 0:00:00,343.00,1.71,2.14,0.33,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,8/22/2019 0:00:00,13586.00,67.93,47.93,7.57,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",1996,7/22/1996 0:00:00,6.00,0.02,0.08,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",1997,7/21/1997 0:00:00,9.00,0.04,0.11,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",1998,7/6/1998 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",1999,6/28/1999 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2000,7/31/2000 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2001,6/25/2001 0:00:00,31.00,0.15,0.21,0.03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2002,8/19/2002 0:00:00,16.00,0.07,0.12,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2003,7/21/2003 0:00:00,39.00,0.19,0.20,0.03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2004,7/12/2004 0:00:00,20.00,0.10,0.14,0.02,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2005,6/13/2005 0:00:00,9.00,0.04,0.08,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2006,7/24/2006 0:00:00,17.00,0.08,0.12,0.02,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2007,6/18/2007 0:00:00,9.00,0.04,0.08,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2008,7/15/2008 0:00:00,18.00,0.09,0.15,0.02,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2009,9/21/2009 0:00:00,5.00,0.02,0.08,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2010,8/30/2010 0:00:00,9.00,0.04,0.08,0.01,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2011,9/1/2011 0:00:00,74.00,0.37,0.41,0.06,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2012,9/13/2012 0:00:00,42.00,0.20,0.33,0.05,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2013,9/17/2013 0:00:00,22.00,0.10,0.14,0.02,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2016,9/15/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2017,9/14/2017 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2018,9/11/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11002.00,"Pisaster giganteus","giant-spined sea star",2019,8/22/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2012,9/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2013,9/17/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2014,8/27/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2015,9/28/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2016,9/15/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
