"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","SurveyYear","SurveyDate","Species","ScientificName","CommonName","Transect","Count_A","Count_B"
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,8/8/2005 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2006,6/22/2006 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2007,7/9/2007 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2008,7/28/2008 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2009,6/3/2009 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,4.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,32.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2014,8/11/2014 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/8/2015 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/9/2015 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2016,7/26/2016 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,34.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2017,7/11/2017 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2018,7/12/2018 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2019,10/7/2019 0:00:00,14006.00,"Sebastes mystinus","blue rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1985,8/27/1985 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,7/31/1986 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,9/11/1986 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,3.00,2.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,8/13/1987 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,9/28/1987 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/19/1988 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/20/1988 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,7/25/1989 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,9/15/1989 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,7/9/1990 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,10.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,9/24/1990 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,7/9/1991 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,3.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,10/2/1991 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,7/14/1992 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,10/22/1992 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,7/13/1993 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,9/14/1993 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/16/1994 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/26/1994 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1995,8/21/1995 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,7/10/1996 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,9/20/1996 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,7/22/1997 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,8/19/1997 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,7/6/1998 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,8/4/1998 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,6/29/1999 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,9/16/1999 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/1/2000 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/31/2000 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,1.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,7/18/2001 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,9/19/2001 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2002,7/10/2002 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,8/21/2003 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,9/24/2003 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,7/26/2004 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,9/27/2004 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,6/14/2005 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,8/8/2005 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2006,6/22/2006 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2007,7/9/2007 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2008,7/28/2008 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2009,6/3/2009 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2014,8/11/2014 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/8/2015 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/9/2015 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2016,7/26/2016 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2017,7/11/2017 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2018,7/12/2018 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2019,10/7/2019 0:00:00,14007.00,"Sebastes serranoides","olive rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1985,8/27/1985 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,7.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,7/31/1986 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,9/11/1986 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,8/13/1987 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,9/28/1987 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,1.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/19/1988 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,19.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/20/1988 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,7.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,7/25/1989 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,9/15/1989 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,7/9/1990 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,9/24/1990 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,7/9/1991 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,10/2/1991 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,7/14/1992 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,10/22/1992 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,7/13/1993 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,9/14/1993 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/16/1994 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/26/1994 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1995,8/21/1995 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,7/10/1996 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,9/20/1996 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,7/22/1997 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,8/19/1997 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,7/6/1998 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,8/4/1998 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,6/29/1999 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,9/16/1999 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/1/2000 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/31/2000 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,7/18/2001 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,9/19/2001 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2002,7/10/2002 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,8/21/2003 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,12.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,9/24/2003 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,5.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,7/26/2004 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,9/27/2004 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,6/14/2005 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,8/8/2005 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2006,6/22/2006 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2007,7/9/2007 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2008,7/28/2008 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2009,6/3/2009 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,4.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2014,8/11/2014 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/8/2015 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/9/2015 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2016,7/26/2016 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2017,7/11/2017 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2018,7/12/2018 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2019,10/7/2019 0:00:00,14008.00,"Sebastes serranoides","olive rockfish, juvenile",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1985,8/27/1985 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,7/31/1986 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1986,9/11/1986 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,8/13/1987 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1987,9/28/1987 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/19/1988 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1988,9/20/1988 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,7/25/1989 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1989,9/15/1989 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,7/9/1990 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,7.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1990,9/24/1990 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,3.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,7/9/1991 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,4.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1991,10/2/1991 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,1.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,7/14/1992 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1992,10/22/1992 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,7/13/1993 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1993,9/14/1993 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/16/1994 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1994,9/26/1994 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1995,8/21/1995 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,7/10/1996 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1996,9/20/1996 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,7/22/1997 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1997,8/19/1997 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,7/6/1998 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1998,8/4/1998 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,6/29/1999 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",1999,9/16/1999 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/1/2000 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2000,8/31/2000 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,7/18/2001 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2001,9/19/2001 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2002,7/10/2002 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,8/21/2003 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2003,9/24/2003 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,7/26/2004 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2004,9/27/2004 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,6/14/2005 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,0.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",2005,8/8/2005 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2006,6/22/2006 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,1.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2007,7/9/2007 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2008,7/28/2008 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2009,6/3/2009 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2010,6/28/2010 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2011,9/12/2011 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2012,7/24/2012 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2013,9/19/2013 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2014,8/11/2014 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/8/2015 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2015,6/9/2015 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2016,7/26/2016 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2017,7/11/2017 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2018,7/12/2018 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,2.00,
5,"SR","Santa Rosa Island","RR","Rodes Reef",2019,10/7/2019 0:00:00,14009.00,"Sebastes atrovirens","kelp rockfish, adult",1,0.00,
