"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","TotalCount","MeanSize","MinSize","MaxSize"
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Scorpaenichthys marmoratus","cabezon, all",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes atrovirens","kelp rockfish, all",2018,3,25,5,34
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2018,1,5,5,5
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes carnatus","gopher rockfish, all",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes caurinus","copper rockfish, all",2018,1,25,25,25
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes chrysomelas","black and yellow rockfish, all",2018,1,23,23,23
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes miniatus","vermillion rockfish, all",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes mystinus","blue rockfish, all",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes paucispinis","bocaccio, all",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes serranoides","olive rockfish, all",2018,1,18,18,18
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes serriceps","treefish, all",2018,2,18,6,35
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Caulolatilus princeps","ocean whitefish, all",2019,1,38,38,38
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Chromis punctipinnis","blacksmith, all",2019,177,16,11,21
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Embiotoca jacksoni","black surfperch, all",2019,1,30,30,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Embiotoca lateralis","striped surfperch, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Girella nigricans","opaleye, all",2019,1,30,24,36
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Halichoeres semicinctus","rock wrasse, juvenile",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Heterostichus rostratus","giant kelpfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Hypsypops rubicundus","garibaldi, all",2019,10,25,23,27
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Medialuna californiensis","halfmoon, all",2019,4,30,28,32
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Ophiodon elongatus","lingcod, all",2019,1,100,100,100
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Oxyjulis californica","señorita, all",2019,1,15,14,16
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Paralabrax clathratus","kelp bass, all",2019,5,28,12,40
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Rhacochilus toxotes","rubberlip surfperch",2019,1,30,30,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Rhacochilus vacca","pile perch, all",2019,2,26,25,26
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Scorpaena guttata","California scorpionfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Scorpaenichthys marmoratus","cabezon, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes atrovirens","kelp rockfish, all",2019,3,20,16,25
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes carnatus","gopher rockfish, all",2019,1,32,32,32
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes caurinus","copper rockfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes chrysomelas","black and yellow rockfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes miniatus","vermillion rockfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes mystinus","blue rockfish, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes paucispinis","bocaccio, all",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes serranoides","olive rockfish, all",2019,1,37,37,37
7,"SC","Santa Cruz Island","FH","Fry's Harbor",,"Sebastes serriceps","treefish, all",2019,2,25,6,38
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2007,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2008,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2009,1,30,30,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2010,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2011,1,65,65,65
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2012,2,64,55,70
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2013,1,62,48,70
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2014,1,59,45,70
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2015,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2016,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2017,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2018,1,45,45,45
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14013,"Semicossyphus pulcher","California sheephead, male",2019,1,62,55,70
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2007,3,24,12,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2008,1,26,17,32
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2009,2,27,18,35
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2010,2,20,17,28
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2011,3,24,20,27
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2012,3,29,20,37
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2013,7,35,30,43
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2014,3,33,14,54
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2015,1,29,13,50
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2016,18,22,10,42
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2017,10,26,12,48
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2018,23,30,18,42
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, female",2019,9,30,14,42
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2007,1,8,8,8
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2008,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2009,5,8,7,10
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2010,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2011,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2012,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2013,1,6,5,8
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2014,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2015,8,10,6,14
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2016,6,10,8,12
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2017,1,8,6,9
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2018,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14014,"Semicossyphus pulcher","California sheephead, juvenile",2019,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2007,0,,,
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2008,1,28,28,28
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2009,1,25,25,25
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2010,1,24,19,27
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2011,1,24,18,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2012,2,25,20,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2013,1,30,30,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2014,1,35,35,35
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2015,1,17,15,20
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2016,6,24,18,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2017,5,22,18,26
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2018,17,26,18,34
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14028,"Halichoeres semicinctus","rock wrasse, male",2019,14,24,14,31
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2007,4,19,10,24
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2008,1,12,12,12
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2009,1,22,20,24
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2010,1,22,17,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2011,1,27,27,27
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2012,2,26,25,27
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2013,1,30,25,35
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2014,1,25,20,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2015,5,13,12,14
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2016,28,18,12,26
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2017,16,22,14,32
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2018,11,23,18,30
7,"SC","Santa Cruz Island","FH","Fry's Harbor",14029,"Halichoeres semicinctus","rock wrasse, female",2019,6,24,21,27
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Caulolatilus princeps","ocean whitefish, all",2007,1,28,28,28
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Chromis punctipinnis","blacksmith, all",2007,26,13,5,23
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca jacksoni","black surfperch, all",2007,7,20,10,27
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca lateralis","striped surfperch, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Girella nigricans","opaleye, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Halichoeres semicinctus","rock wrasse, juvenile",2007,1,10,10,10
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Heterostichus rostratus","giant kelpfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Hypsypops rubicundus","garibaldi, all",2007,5,24,17,29
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Medialuna californiensis","halfmoon, all",2007,1,18,18,18
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Ophiodon elongatus","lingcod, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Oxyjulis californica","señorita, all",2007,6,16,10,22
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Paralabrax clathratus","kelp bass, all",2007,8,18,7,30
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus toxotes","rubberlip surfperch",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus vacca","pile perch, all",2007,26,18,12,23
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaena guttata","California scorpionfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaenichthys marmoratus","cabezon, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens","kelp rockfish, all",2007,2,21,17,25
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes carnatus","gopher rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes caurinus","copper rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes chrysomelas","black and yellow rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes miniatus","vermillion rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes mystinus","blue rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes paucispinis","bocaccio, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serranoides","olive rockfish, all",2007,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serriceps","treefish, all",2007,1,7,7,7
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Caulolatilus princeps","ocean whitefish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Chromis punctipinnis","blacksmith, all",2008,4,15,12,18
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca jacksoni","black surfperch, all",2008,4,19,12,27
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca lateralis","striped surfperch, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Girella nigricans","opaleye, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Halichoeres semicinctus","rock wrasse, juvenile",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Heterostichus rostratus","giant kelpfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Hypsypops rubicundus","garibaldi, all",2008,2,22,18,25
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Medialuna californiensis","halfmoon, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Ophiodon elongatus","lingcod, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Oxyjulis californica","señorita, all",2008,6,18,12,24
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Paralabrax clathratus","kelp bass, all",2008,3,20,12,40
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus toxotes","rubberlip surfperch",2008,1,30,30,30
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus vacca","pile perch, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaena guttata","California scorpionfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaenichthys marmoratus","cabezon, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens","kelp rockfish, all",2008,1,26,26,26
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes carnatus","gopher rockfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes caurinus","copper rockfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes chrysomelas","black and yellow rockfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes miniatus","vermillion rockfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes mystinus","blue rockfish, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes paucispinis","bocaccio, all",2008,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serranoides","olive rockfish, all",2008,1,14,14,14
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serriceps","treefish, all",2008,1,24,22,26
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Caulolatilus princeps","ocean whitefish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Chromis punctipinnis","blacksmith, all",2009,190,13,6,22
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca jacksoni","black surfperch, all",2009,5,18,9,30
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca lateralis","striped surfperch, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Girella nigricans","opaleye, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Halichoeres semicinctus","rock wrasse, juvenile",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Heterostichus rostratus","giant kelpfish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Hypsypops rubicundus","garibaldi, all",2009,11,28,28,28
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Medialuna californiensis","halfmoon, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Ophiodon elongatus","lingcod, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Oxyjulis californica","señorita, all",2009,14,18,12,23
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Paralabrax clathratus","kelp bass, all",2009,10,19,5,38
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus toxotes","rubberlip surfperch",2009,1,30,30,30
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus vacca","pile perch, all",2009,4,14,8,22
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaena guttata","California scorpionfish, all",2009,1,20,12,27
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaenichthys marmoratus","cabezon, all",2009,1,42,42,42
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens","kelp rockfish, all",2009,33,19,7,27
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes carnatus","gopher rockfish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes caurinus","copper rockfish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes chrysomelas","black and yellow rockfish, all",2009,1,17,17,17
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes miniatus","vermillion rockfish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes mystinus","blue rockfish, all",2009,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes paucispinis","bocaccio, all",2009,45,10,10,10
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serranoides","olive rockfish, all",2009,1,10,10,11
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serriceps","treefish, all",2009,1,18,9,24
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Caulolatilus princeps","ocean whitefish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Chromis punctipinnis","blacksmith, all",2010,36,15,8,22
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca jacksoni","black surfperch, all",2010,6,19,9,30
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca lateralis","striped surfperch, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Girella nigricans","opaleye, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Halichoeres semicinctus","rock wrasse, juvenile",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Heterostichus rostratus","giant kelpfish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Hypsypops rubicundus","garibaldi, all",2010,9,26,26,26
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Medialuna californiensis","halfmoon, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Ophiodon elongatus","lingcod, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Oxyjulis californica","señorita, all",2010,28,17,12,22
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Paralabrax clathratus","kelp bass, all",2010,9,24,11,47
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus toxotes","rubberlip surfperch",2010,1,35,35,35
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus vacca","pile perch, all",2010,3,15,10,25
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaena guttata","California scorpionfish, all",2010,1,15,15,15
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaenichthys marmoratus","cabezon, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens","kelp rockfish, all",2010,3,19,12,25
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes carnatus","gopher rockfish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes caurinus","copper rockfish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes chrysomelas","black and yellow rockfish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes miniatus","vermillion rockfish, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes mystinus","blue rockfish, all",2010,4,8,8,8
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes paucispinis","bocaccio, all",2010,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serranoides","olive rockfish, all",2010,1,9,7,11
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes serriceps","treefish, all",2010,1,24,20,28
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Caulolatilus princeps","ocean whitefish, all",2011,3,34,22,65
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Chromis punctipinnis","blacksmith, all",2011,37,15,11,20
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca jacksoni","black surfperch, all",2011,10,20,8,33
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Embiotoca lateralis","striped surfperch, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Girella nigricans","opaleye, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Halichoeres semicinctus","rock wrasse, juvenile",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Heterostichus rostratus","giant kelpfish, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Hypsypops rubicundus","garibaldi, all",2011,6,28,26,29
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Medialuna californiensis","halfmoon, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Ophiodon elongatus","lingcod, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Oxyjulis californica","señorita, all",2011,2,18,18,19
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Paralabrax clathratus","kelp bass, all",2011,8,22,14,37
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus toxotes","rubberlip surfperch",2011,2,31,31,31
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Rhacochilus vacca","pile perch, all",2011,3,22,13,29
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaena guttata","California scorpionfish, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Scorpaenichthys marmoratus","cabezon, all",2011,2,30,27,31
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens","kelp rockfish, all",2011,6,25,6,32
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2011,3,6,6,6
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes carnatus","gopher rockfish, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes caurinus","copper rockfish, all",2011,0,,,
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes chrysomelas","black and yellow rockfish, all",2011,1,6,6,6
8,"SC","Santa Cruz Island","PB","Pelican Bay",,"Sebastes miniatus","vermillion rockfish, all",2011,0,,,
