"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1993,7/28/1993 0:00:00,14.80,11.76,2.35,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1994,7/28/1994 0:00:00,19.29,9.20,1.84,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1995,7/24/1995 0:00:00,27.29,11.06,2.21,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1996,8/5/1996 0:00:00,17.50,9.54,2.46,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1997,7/7/1997 0:00:00,16.00,10.25,2.64,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1998,8/24/1998 0:00:00,8.16,6.08,1.57,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",1999,7/19/1999 0:00:00,22.83,12.74,3.29,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",2000,7/17/2000 0:00:00,23.50,12.49,3.22,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",2001,7/30/2001 0:00:00,8.16,4.27,1.10,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13001.00,"Miscellaneous Invertebrates including Ophiothrix spiculata","Miscellaneous Invertebrates including Ophiothrix spiculata",2002,7/22/2002 0:00:00,7.50,6.54,1.69,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2003,8/4/2003 0:00:00,10.00,5.26,1.35,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2004,8/23/2004 0:00:00,13.33,8.43,2.17,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2005,7/11/2005 0:00:00,26.16,11.52,2.97,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2006,8/7/2006 0:00:00,29.50,6.21,1.60,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2007,7/23/2007 0:00:00,5.00,5.26,1.35,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2008,8/11/2008 0:00:00,19.50,7.57,1.95,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2009,9/21/2009 0:00:00,11.83,8.68,2.24,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2010,9/13/2010 0:00:00,20.50,7.80,2.01,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2011,8/17/2011 0:00:00,15.00,9.81,2.53,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2012,7/10/2012 0:00:00,11.00,7.12,1.83,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2013,7/18/2013 0:00:00,8.16,6.64,1.71,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2014,7/17/2014 0:00:00,8.33,5.48,1.41,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2015,6/10/2015 0:00:00,19.50,7.74,2.00,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2016,7/14/2016 0:00:00,3.33,2.93,0.75,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2017,9/11/2017 0:00:00,8.83,4.31,1.11,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2018,7/31/2018 0:00:00,17.83,9.00,2.32,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",13002.00,"Miscellaneous Invertebrates excluding Ophiothrix spiculata","Miscellaneous Invertebrates excluding Ophiothrix spiculata",2019,7/25/2019 0:00:00,20.66,6.77,1.75,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1985,8/6/1985 0:00:00,6.59,9.23,1.84,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1986,7/29/1986 0:00:00,9.60,8.62,1.72,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1987,8/25/1987 0:00:00,19.79,12.09,2.41,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1988,8/17/1988 0:00:00,9.00,10.87,2.17,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1989,7/27/1989 0:00:00,4.59,8.43,1.68,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1990,8/8/1990 0:00:00,10.39,8.09,1.61,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1991,8/6/1991 0:00:00,7.30,5.85,1.17,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1992,7/28/1992 0:00:00,12.30,8.95,1.79,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1993,7/28/1993 0:00:00,17.20,13.44,2.68,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1994,7/28/1994 0:00:00,11.39,11.11,2.22,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1995,7/24/1995 0:00:00,3.40,8.47,1.69,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1996,8/5/1996 0:00:00,29.83,17.40,4.49,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1997,7/7/1997 0:00:00,20.00,19.70,5.08,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1998,8/24/1998 0:00:00,26.00,13.15,3.39,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",1999,7/19/1999 0:00:00,5.00,7.07,1.82,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2000,7/17/2000 0:00:00,9.66,8.12,2.09,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2001,7/30/2001 0:00:00,25.33,13.29,3.43,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2002,7/22/2002 0:00:00,17.50,15.29,3.94,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2003,8/4/2003 0:00:00,7.00,6.76,1.74,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2004,8/23/2004 0:00:00,28.33,18.77,4.84,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2005,7/11/2005 0:00:00,18.33,20.80,5.37,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2006,8/7/2006 0:00:00,17.00,8.92,2.30,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2007,7/23/2007 0:00:00,29.83,17.02,4.39,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2008,8/11/2008 0:00:00,20.83,15.43,3.98,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2009,9/21/2009 0:00:00,5.50,6.13,1.58,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2010,9/13/2010 0:00:00,9.83,10.83,2.79,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2011,8/17/2011 0:00:00,11.16,13.22,3.41,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2012,7/10/2012 0:00:00,27.16,14.04,3.62,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2013,7/18/2013 0:00:00,31.66,16.94,4.37,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2014,7/17/2014 0:00:00,20.50,14.02,3.62,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2015,6/10/2015 0:00:00,23.00,16.61,4.29,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2016,7/14/2016 0:00:00,40.66,18.18,4.69,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2017,9/11/2017 0:00:00,31.83,14.86,3.83,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2018,7/31/2018 0:00:00,32.33,22.80,5.88,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15001.00,"Bare Substrate","Bare Substrate",2019,7/25/2019 0:00:00,12.33,13.04,3.36,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1982,8/30/1982 0:00:00,80.59,27.16,5.43,25,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1983,8/30/1983 0:00:00,81.75,25.30,4.00,40,4.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1984,9/11/1984 0:00:00,78.80,26.21,8.29,10,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1985,8/6/1985 0:00:00,85.30,18.64,3.72,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1986,7/29/1986 0:00:00,82.00,17.70,3.54,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1987,8/25/1987 0:00:00,76.30,18.05,3.61,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1988,8/17/1988 0:00:00,87.00,13.40,2.68,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1989,7/27/1989 0:00:00,87.50,16.20,3.24,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1990,8/8/1990 0:00:00,82.19,12.79,2.55,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1991,8/6/1991 0:00:00,74.19,19.99,3.99,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1992,7/28/1992 0:00:00,88.00,12.37,2.47,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1993,7/28/1993 0:00:00,80.59,19.27,3.85,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1994,7/28/1994 0:00:00,85.69,16.01,3.20,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1995,7/24/1995 0:00:00,74.50,23.83,4.76,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1996,8/5/1996 0:00:00,69.16,26.31,6.79,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1997,7/7/1997 0:00:00,68.83,28.84,7.44,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1998,8/24/1998 0:00:00,87.16,19.15,4.94,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",1999,7/19/1999 0:00:00,81.33,22.13,5.71,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2000,7/17/2000 0:00:00,75.50,24.33,6.28,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2001,7/30/2001 0:00:00,67.16,28.13,7.26,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2002,7/22/2002 0:00:00,70.50,32.40,8.36,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2003,8/4/2003 0:00:00,75.33,19.63,5.07,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2004,8/23/2004 0:00:00,69.83,17.61,4.54,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2005,7/11/2005 0:00:00,81.16,21.64,5.58,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2006,8/7/2006 0:00:00,81.66,13.11,3.38,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2007,7/23/2007 0:00:00,72.83,26.50,6.84,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2008,8/11/2008 0:00:00,76.83,17.30,4.46,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2009,9/21/2009 0:00:00,77.33,20.92,5.40,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2010,9/13/2010 0:00:00,80.50,20.42,5.27,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2011,8/17/2011 0:00:00,79.83,22.82,5.89,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2012,7/10/2012 0:00:00,78.66,18.68,4.82,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2013,7/18/2013 0:00:00,73.33,25.52,6.59,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2014,7/17/2014 0:00:00,82.66,19.69,5.08,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2015,6/10/2015 0:00:00,78.33,22.19,5.73,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2016,7/14/2016 0:00:00,75.16,23.59,6.09,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2017,9/11/2017 0:00:00,88.00,11.30,2.91,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2018,7/31/2018 0:00:00,87.66,22.44,5.79,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15002.00,"Rock","Rock",2019,7/25/2019 0:00:00,87.33,14.86,3.83,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1982,8/30/1982 0:00:00,1.39,6.04,1.20,25,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1983,8/30/1983 0:00:00,3.75,9.52,1.50,40,4.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1984,9/11/1984 0:00:00,4.80,5.82,1.84,10,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1985,8/6/1985 0:00:00,2.50,4.56,0.91,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1986,7/29/1986 0:00:00,2.29,4.32,0.86,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1987,8/25/1987 0:00:00,2.59,4.23,0.84,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1988,8/17/1988 0:00:00,3.29,4.82,0.96,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1989,7/27/1989 0:00:00,1.39,2.61,0.52,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1990,8/8/1990 0:00:00,2.09,2.94,0.58,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1991,8/6/1991 0:00:00,2.20,3.90,0.78,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1992,7/28/1992 0:00:00,1.70,4.00,0.80,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1993,7/28/1993 0:00:00,3.29,5.24,1.04,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1994,7/28/1994 0:00:00,2.09,5.80,1.16,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1995,7/24/1995 0:00:00,0.40,1.56,0.31,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1996,8/5/1996 0:00:00,1.16,3.38,0.87,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1997,7/7/1997 0:00:00,0.16,0.64,0.16,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1998,8/24/1998 0:00:00,0.00,0.00,0.00,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",1999,7/19/1999 0:00:00,2.00,3.68,0.95,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2000,7/17/2000 0:00:00,1.50,2.80,0.72,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2001,7/30/2001 0:00:00,2.66,3.94,1.01,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2002,7/22/2002 0:00:00,4.50,8.13,2.10,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2003,8/4/2003 0:00:00,2.66,3.94,1.01,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2004,8/23/2004 0:00:00,4.16,5.64,1.45,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2005,7/11/2005 0:00:00,5.00,11.64,3.00,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2006,8/7/2006 0:00:00,4.50,5.84,1.50,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2007,7/23/2007 0:00:00,1.00,2.63,0.68,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2008,8/11/2008 0:00:00,2.16,3.11,0.80,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2009,9/21/2009 0:00:00,3.16,4.37,1.13,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2010,9/13/2010 0:00:00,0.66,1.75,0.45,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2011,8/17/2011 0:00:00,2.00,3.16,0.81,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2012,7/10/2012 0:00:00,0.83,1.54,0.39,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2013,7/18/2013 0:00:00,1.83,4.47,1.15,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2014,7/17/2014 0:00:00,7.66,16.32,4.21,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2015,6/10/2015 0:00:00,2.83,3.76,0.97,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2016,7/14/2016 0:00:00,3.00,5.91,1.52,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2017,9/11/2017 0:00:00,4.66,5.16,1.33,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2018,7/31/2018 0:00:00,2.50,3.40,0.87,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15003.00,"Cobble","Cobble",2019,7/25/2019 0:00:00,9.50,13.89,3.58,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1982,8/30/1982 0:00:00,17.60,26.96,5.39,25,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1983,8/30/1983 0:00:00,14.25,23.52,3.71,40,4.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1984,9/11/1984 0:00:00,16.39,21.96,6.94,10,5.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1985,8/6/1985 0:00:00,12.19,19.22,3.84,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1986,7/29/1986 0:00:00,15.69,17.10,3.42,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1987,8/25/1987 0:00:00,21.10,17.10,3.42,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1988,8/17/1988 0:00:00,9.69,12.69,2.53,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1989,7/27/1989 0:00:00,11.10,15.63,3.12,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1990,8/8/1990 0:00:00,15.69,12.59,2.51,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1991,8/6/1991 0:00:00,22.29,18.04,3.60,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1992,7/28/1992 0:00:00,10.30,11.04,2.20,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1993,7/28/1993 0:00:00,16.10,16.88,3.37,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1994,7/28/1994 0:00:00,12.19,16.06,3.21,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1995,7/24/1995 0:00:00,25.20,24.22,4.84,25,10.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1996,8/5/1996 0:00:00,29.66,25.58,6.60,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1997,7/7/1997 0:00:00,31.00,28.99,7.48,15,6.00
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",15004.00,"Sand","Sand",1998,8/24/1998 0:00:00,12.83,19.15,4.94,15,6.00
