"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","DimensionsMeasured","MeanDimensions","MinDimensions","MaxDimensions","TotalCount"
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",6.00,6,6,1
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",6.18,1,17,27
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",3.09,1,8,43
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",4.43,1,25,152
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",6.58,1,42,75
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",6.55,1,28,140
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",3.78,1,12,46
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",3.96,1,30,125
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,"Stipe_Count",15.50,1,63,102
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",15.66,1,60,53
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1989,"Stipe_Count",7.01,1,21,99
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",18.57,2,49,101
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",13.36,1,34,102
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",17.51,2,41,91
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",11.77,1,56,109
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",11.38,1,58,150
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,"Stipe_Count",15.85,2,43,114
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,"Stipe_Count",6.64,1,34,103
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1997,"Stipe_Count",6.65,1,44,116
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",3.15,1,17,130
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",12.52,3,31,153
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",15.73,4,34,116
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",4.95,1,67,113
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",10.68,1,32,136
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",10.17,1,30,94
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",2.74,1,19,150
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",7.59,1,32,104
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",2.21,1,7,41
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",2.22,1,7,89
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",9.68,1,25,124
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",11.04,1,28,134
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1984,"Stipe_Count",8.24,1,34,100
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,"Stipe_Count",5.40,1,25,126
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,"Stipe_Count",5.89,1,33,100
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",23.35,1,67,68
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1989,"Stipe_Count",4.62,1,27,99
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",11.84,1,41,99
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",18.72,3,56,68
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",6.65,1,49,100
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",13.10,1,42,99
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",18.77,2,54,107
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,"Stipe_Count",5.50,1,22,51
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,"Stipe_Count",11.59,1,34,93
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1997,"Stipe_Count",15.36,2,41,108
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",2.60,2,6,10
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",1.33,1,2,15
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",3.30,1,30,118
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",7.98,1,34,52
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",1.50,1,2,4
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",8.93,1,29,29
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1984,"Stipe_Count",6.73,1,51,100
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,"Stipe_Count",4.51,1,18,41
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,"Stipe_Count",4.28,1,20,80
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1987,"Stipe_Count",6.33,1,40,111
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",9.19,1,61,100
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1989,"Stipe_Count",7.28,1,31,99
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",7.14,1,43,102
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",8.87,1,49,124
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",8.48,1,46,138
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",8.71,1,79,164
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",7.80,1,54,147
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,"Stipe_Count",9.74,1,42,141
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,"Stipe_Count",7.15,1,42,149
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1997,"Stipe_Count",11.78,2,43,92
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1998,"Stipe_Count",3.47,1,18,113
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1999,"Stipe_Count",3.08,1,16,96
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2000,"Stipe_Count",11.63,1,40,100
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2001,"Stipe_Count",10.03,1,43,31
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2002,"Stipe_Count",10.78,1,40,41
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",6.68,1,53,87
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",4.72,1,22,99
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",8.97,1,51,125
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",4.50,1,14,126
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",9.16,1,27,125
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",8.56,1,31,123
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",8.12,1,42,117
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",8.77,1,38,139
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",6.15,1,22,123
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",8.91,1,42,143
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",11.84,1,47,119
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",5.10,1,35,150
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1984,"Stipe_Count",2.60,1,14,101
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,"Stipe_Count",5.12,1,19,100
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,"Stipe_Count",2.83,1,45,100
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1987,"Stipe_Count",8.41,1,49,100
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",3.54,1,18,100
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1989,"Stipe_Count",8.63,1,31,106
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",7.35,1,37,103
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",11.05,1,48,101
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",5.76,1,40,117
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",2.63,1,28,149
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",6.09,1,46,107
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,"Stipe_Count",4.14,1,34,150
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,"Stipe_Count",7.69,1,33,109
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1997,"Stipe_Count",13.34,1,41,64
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1998,"Stipe_Count",2.79,1,14,114
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1999,"Stipe_Count",5.59,1,63,96
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2000,"Stipe_Count",3.74,1,37,108
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2001,"Stipe_Count",5.25,1,28,77
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2002,"Stipe_Count",7.79,2,41,79
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",3.04,1,42,150
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",3.98,1,34,122
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",6.16,1,46,112
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",3.80,1,17,107
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",10.00,1,40,125
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",6.05,1,29,150
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",11.41,1,48,112
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",5.96,1,32,118
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",7.79,1,33,129
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",4.82,1,53,128
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",6.04,1,43,100
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",5.09,1,28,150
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1984,"Stipe_Count",11.99,2,37,115
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,"Stipe_Count",6.06,1,48,102
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",5.18,1,21,88
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",4.11,1,16,150
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",10.08,1,50,150
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",3.08,1,21,98
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",7.00,3,11,2
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",2.65,1,12,23
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",2.80,2,6,5
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",9.64,1,27,110
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1984,"Stipe_Count",9.10,1,28,100
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1985,"Stipe_Count",4.71,1,22,98
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",8.00,1,40,118
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",6.05,1,50,84
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",6.17,1,28,64
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",9.37,1,44,75
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",3.00,1,13,99
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",9.60,1,50,189
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",3.61,2,10,13
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",4.00,4,4,2
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",10.78,1,30,33
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1986,"Stipe_Count",8.40,1,25,100
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1987,"Stipe_Count",19.56,1,93,98
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1988,"Stipe_Count",3.69,1,15,105
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1990,"Stipe_Count",11.83,1,34,99
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1991,"Stipe_Count",9.81,1,53,110
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1992,"Stipe_Count",6.77,1,50,59
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1993,"Stipe_Count",6.48,1,33,100
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1994,"Stipe_Count",9.84,2,25,75
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1995,"Stipe_Count",8.20,1,33,128
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",1996,"Stipe_Count",11.74,1,37,98
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",3.61,2,7,39
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",10.38,1,40,21
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",2.29,1,9,108
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",1.50,1,2,2
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",6.18,1,45,107
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",12.20,1,38,124
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",14.15,1,27,132
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",11.55,1,39,123
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",11.25,1,55,101
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",11.25,1,66,120
19,"CL","San Clemente Island","EP","Eel Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",6.81,1,32,137
19,"CL","San Clemente Island","EP","Eel Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",16.00,1,55,113
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",13.17,1,44,118
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2004,"Stipe_Count",17.61,1,48,115
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2003,"Stipe_Count",9.80,1,50,107
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",20.40,1,67,115
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",11.76,1,50,102
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",16.75,1,79,150
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",16.60,1,76,100
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",21.60,1,74,137
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",17.12,1,54,103
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",13.85,1,68,99
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",10.48,1,72,100
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",17.95,1,52,110
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",15.06,1,63,131
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",23.14,2,62,109
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",4.16,1,44,147
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",6.20,1,20,140
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",6.98,1,30,139
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",11.93,1,32,136
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",17.95,2,68,113
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",11.22,1,50,106
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",11.51,1,76,91
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",19.68,2,48,102
